Borrower_ID,Age,Employment_Type,Monthly_Income,Num_Dependents,Loan_Amount,Loan_Tenure,Interest_Rate,Collateral_Value,Outstanding_Loan_Amount,Monthly_EMI,Num_Missed_Payments,Days_Past_Due,Collection_Method,Num_Recovery_Attempts,Legal_Action_Taken,Recovery_Status
BOR_00628,33,Salaried,3164.99,0,235446.72,24,13.76,136136.63,52547.29,11277.64,0,0,Legal Notice,2,0,Write-off
BOR_00629,35,Business,10052.98,0,407169.66,36,10.22,96646.24,286432.79,13179.59,3,170,Phone,1,0,Write-off
BOR_00630,45,Salaried,5542.99,1,277192.56,24,11.52,289120.54,122674.59,12987.01,3,149,Phone,2,1,Write-off
BOR_00631,18,Self-employed,4302.95,0,301560.08,36,11.43,47823.46,288425.93,9934.83,3,38,Email,3,1,Write-off
BOR_00632,50,Salaried,6817.41,2,493842.43,48,11.43,492465.42,158593.73,12867.75,1,60,Email,2,1,Partial Recovery
BOR_00633,33,Self-employed,4976.74,1,213426.4,60,12.04,91617.83,112074.76,4751.78,2,42,Legal Notice,3,1,Full Recovery
BOR_00634,30,Salaried,2347.06,0,96363.96,24,16.43,28752.62,27740.4,4737.87,3,54,SMS,5,0,Write-off
BOR_00635,24,Self-employed,5294.64,0,170525.8,120,8.91,239508.4,91279.48,2152.08,1,14,Phone,5,0,Full Recovery
BOR_00636,18,Self-employed,5539.18,1,386653.74,36,11.45,10743.9,245200.11,12740.28,4,134,Email,1,0,Partial Recovery
BOR_00637,43,Self-employed,3426.52,0,253674.17,36,11.76,166579.18,223433.09,8396.86,2,47,Email,3,0,Write-off
BOR_00638,35,Self-employed,3891.31,2,126331.24,12,9.71,4098.25,57782.48,11089.7,2,14,Legal Notice,6,0,Write-off
BOR_00639,22,Self-employed,500.0,1,32014.58,24,13.14,23223.04,18917.51,1524.1,2,15,SMS,3,0,Write-off
BOR_00640,22,Business,6834.21,2,345455.93,48,12.98,259634.68,133679.95,9265.06,1,18,SMS,3,0,Partial Recovery
BOR_00641,31,Salaried,6144.11,1,239144.52,12,14.58,115385.73,173142.84,21537.73,2,36,SMS,1,0,Partial Recovery
BOR_00642,51,Business,8176.11,0,351845.25,60,14.04,69750.74,248719.54,8194.93,1,10,Field Visit,2,1,Partial Recovery
BOR_00643,32,Salaried,7248.71,1,497450.69,24,13.75,280851.36,92090.94,23825.95,5,46,SMS,1,1,Write-off
BOR_00644,19,Salaried,3465.48,6,237255.28,48,10.36,239246.9,48860.62,6058.56,3,132,Phone,2,0,Write-off
BOR_00645,32,Salaried,6129.21,2,264324.9,24,11.57,310210.04,183434.9,12389.47,1,47,Field Visit,4,0,Write-off
BOR_00646,32,Salaried,2960.67,1,175458.39,36,11.33,139686.97,113414.36,5771.53,2,30,SMS,5,1,Write-off
BOR_00647,18,Business,5543.47,2,267060.91,48,14.31,236282.56,163317.76,7339.27,3,85,SMS,6,1,Partial Recovery
BOR_00648,34,Self-employed,3564.11,3,136134.96,36,8.99,40966.35,86034.83,4328.17,3,95,Legal Notice,6,1,Write-off
BOR_00649,32,Business,7675.92,1,470128.75,48,14.52,202623.38,223994.76,12970.73,5,88,Field Visit,6,1,Write-off
BOR_00650,41,Self-employed,3076.18,3,135178.53,84,8.44,32827.22,70009.7,2136.87,1,58,Field Visit,3,1,Partial Recovery
BOR_00651,53,Salaried,5684.47,0,341924.56,12,14.26,127860.3,44553.85,30741.69,0,0,Legal Notice,3,0,Write-off
BOR_00652,46,Salaried,7982.51,2,450935.79,48,13.82,152114.25,253338.37,12282.04,0,0,Phone,5,0,Write-off
BOR_00653,32,Salaried,4126.47,0,154806.77,12,14.15,120621.28,72379.15,13910.74,4,145,Email,2,0,Write-off
BOR_00654,23,Salaried,1429.48,3,65393.78,24,13.75,55194.52,55054.42,3131.96,0,0,SMS,4,0,Write-off
BOR_00655,60,Salaried,10199.0,2,611076.27,12,9.92,866152.41,382868.6,53701.79,1,12,Email,4,1,Partial Recovery
BOR_00656,35,Salaried,7762.91,4,245618.37,36,14.27,72053.61,23114.35,8426.38,1,23,Field Visit,4,0,Partial Recovery
BOR_00657,35,Self-employed,769.34,1,60880.15,48,11.29,58597.97,49418.9,1582.16,2,33,Field Visit,5,0,Write-off
BOR_00658,34,Self-employed,5724.27,3,430994.39,36,9.08,528351.24,318034.62,13720.81,1,37,SMS,4,0,Write-off
BOR_00659,36,Retired,1597.62,0,121557.06,60,13.12,102151.96,76826.81,2773.39,3,100,Legal Notice,6,0,Write-off
BOR_00660,33,Unemployed,1131.74,2,74082.84,24,11.69,28337.09,45746.31,3476.55,4,152,Phone,3,0,Partial Recovery
BOR_00661,29,Self-employed,4735.56,1,305039.46,24,11.07,120132.27,112596.66,14227.24,2,46,SMS,1,1,Write-off
BOR_00662,29,Salaried,4531.18,1,313105.26,60,11.17,18435.51,117614.76,6834.69,3,106,SMS,2,0,Partial Recovery
BOR_00663,34,Self-employed,2040.59,0,142044.15,60,12.58,65079.85,56296.73,3201.73,2,51,Email,5,1,Partial Recovery
BOR_00664,29,Business,4928.38,1,204139.74,24,10.2,228004.8,116803.01,9439.24,2,45,Phone,1,1,Partial Recovery
BOR_00665,27,Salaried,3167.62,0,113528.01,24,9.47,8091.89,41003.84,5210.84,2,47,Field Visit,2,0,Partial Recovery
BOR_00666,36,Salaried,3336.36,0,176047.6,84,8.73,57909.61,103827.1,2808.5,2,57,SMS,7,0,Full Recovery
BOR_00667,32,Business,6798.47,2,448789.77,48,8.67,475424.88,323971.68,11098.02,4,70,Field Visit,2,0,Partial Recovery
BOR_00668,50,Salaried,4282.18,0,325996.15,48,10.55,382712.1,275844.29,8353.86,1,16,Email,5,0,Write-off
BOR_00669,18,Self-employed,4564.1,0,309569.17,24,12.85,211428.81,138749.73,14696.34,1,53,Phone,4,0,Write-off
BOR_00670,45,Self-employed,7718.12,3,246868.25,60,11.14,258498.58,154879.57,5384.42,1,46,Email,2,1,Full Recovery
BOR_00671,47,Salaried,4607.87,2,284926.15,24,12.74,165806.57,190449.21,13511.07,5,169,Email,2,0,Write-off
BOR_00672,18,Salaried,4383.05,1,300729.7,36,12.32,72135.99,243304.86,10035.14,4,39,Legal Notice,1,0,Write-off
BOR_00673,31,Salaried,5999.37,4,316864.51,60,11.49,189239.17,47092.27,6966.3,1,38,Phone,1,0,Partial Recovery
BOR_00674,31,Salaried,5944.0,2,428505.88,60,10.87,372779.43,54235.13,9289.75,2,9,Legal Notice,2,0,Write-off
BOR_00675,20,Salaried,4121.53,3,171060.84,36,13.78,243262.19,120892.76,5828.48,4,106,Legal Notice,3,0,Partial Recovery
BOR_00676,27,Business,9228.05,2,381871.61,36,13.64,39381.05,100590.18,12985.29,0,0,Legal Notice,3,0,Write-off
BOR_00677,23,Salaried,4771.6,1,227480.58,48,9.72,173133.45,119141.9,5738.89,3,53,Email,2,0,Partial Recovery
BOR_00678,52,Self-employed,1087.01,2,38549.79,60,12.99,19019.68,15453.59,876.92,3,49,Legal Notice,3,0,Full Recovery
BOR_00679,44,Salaried,6738.31,3,293581.99,60,10.43,223846.74,53489.81,6299.36,3,32,Email,2,0,Full Recovery
BOR_00680,47,Unemployed,1732.37,2,136255.18,84,9.88,4900.17,91611.94,2253.41,4,125,Phone,5,0,Write-off
BOR_00681,42,Salaried,3473.43,1,111319.58,48,11.16,52268.78,95142.79,2885.6,2,22,Phone,2,0,Partial Recovery
BOR_00682,23,Salaried,4060.7,2,142277.37,48,8.22,174973.03,47025.19,3488.0,2,6,Legal Notice,3,0,Full Recovery
BOR_00683,29,Business,9049.99,2,665263.05,24,8.89,552775.45,206287.79,30359.17,1,19,Phone,1,0,Write-off
BOR_00684,39,Business,6372.06,1,247131.46,84,12.85,167029.67,79344.14,4475.97,3,55,Email,4,0,Partial Recovery
BOR_00685,22,Salaried,5716.76,1,400565.58,36,10.35,171557.27,287219.19,12991.84,3,171,Phone,1,0,Write-off
BOR_00686,42,Business,14091.62,0,587961.47,36,11.86,262856.28,90950.69,19490.23,2,19,Phone,1,0,Write-off
BOR_00687,32,Salaried,3428.03,1,211127.93,24,14.64,121325.12,168123.17,10200.87,2,20,Phone,6,0,Partial Recovery
BOR_00688,31,Salaried,2237.91,0,86132.54,84,10.12,107954.74,41665.84,1435.2,2,50,Field Visit,3,1,Full Recovery
BOR_00689,42,Salaried,5607.64,2,303128.03,36,11.14,439784.15,95432.86,9944.69,5,127,SMS,4,0,Partial Recovery
BOR_00690,39,Salaried,6443.13,2,377136.91,36,10.9,248149.7,342473.11,12329.83,3,137,Legal Notice,5,0,Partial Recovery
BOR_00691,31,Self-employed,3422.83,2,228084.56,48,13.83,134576.56,99144.91,6213.65,2,38,SMS,8,0,Write-off
BOR_00692,46,Salaried,9487.83,0,403213.13,48,12.1,512010.58,167653.82,10637.24,3,172,Legal Notice,7,0,Partial Recovery
BOR_00693,24,Salaried,1858.23,2,90099.83,36,12.51,57696.14,38527.51,3014.61,4,61,Email,3,0,Partial Recovery
BOR_00694,41,Self-employed,5732.3,2,212623.6,24,8.74,176058.14,31490.08,9688.17,3,178,SMS,3,0,Write-off
BOR_00695,40,Business,5182.42,3,332470.11,48,14.65,115171.8,251703.08,9194.73,1,50,SMS,1,0,Write-off
BOR_00696,31,Salaried,8438.76,3,561041.57,12,14.19,625703.75,179487.67,50424.4,0,0,Email,7,0,Write-off
BOR_00697,38,Self-employed,8981.29,3,656835.37,36,12.1,524143.12,212457.57,21848.05,7,252,Field Visit,8,0,Write-off
BOR_00698,22,Salaried,2773.35,2,218550.8,36,14.34,265222.72,161494.58,7505.4,2,40,SMS,1,0,Write-off
BOR_00699,44,Business,5351.33,2,182758.24,24,11.09,214028.01,94496.41,8525.2,4,127,Field Visit,5,0,Partial Recovery
BOR_00700,33,Self-employed,6148.97,0,364251.69,60,14.92,117473.77,288683.92,8649.82,0,0,Field Visit,3,0,Partial Recovery
BOR_00701,29,Retired,1690.3,2,83572.56,12,16.41,89711.24,15418.02,7598.81,1,4,Phone,5,0,Write-off
BOR_00702,45,Salaried,4909.18,2,295625.94,24,11.46,354775.25,136012.04,13842.23,2,13,SMS,2,0,Partial Recovery
BOR_00703,27,Salaried,5050.78,2,338985.48,60,11.5,175987.99,252143.75,7454.72,1,58,Phone,3,0,Partial Recovery
BOR_00704,20,Salaried,928.52,0,42025.62,84,18.63,10881.01,14711.18,898.96,0,0,SMS,4,0,Full Recovery
BOR_00705,19,Salaried,3977.86,0,200531.37,24,13.12,791.74,85982.4,9544.72,1,32,SMS,6,0,Write-off
BOR_00706,41,Salaried,3620.54,2,152458.13,24,11.71,103115.89,94524.7,7156.02,1,23,Legal Notice,1,0,Write-off
BOR_00707,22,Unemployed,602.75,1,26822.03,48,13.18,14179.44,4051.75,721.96,0,0,Phone,7,0,Partial Recovery
BOR_00708,52,Salaried,9464.72,2,593883.11,24,8.0,494327.37,389676.49,26860.19,2,46,Phone,3,0,Partial Recovery
BOR_00709,18,Salaried,1989.59,2,72315.2,84,16.94,20397.34,19814.58,1475.26,3,109,Phone,4,0,Full Recovery
BOR_00710,51,Business,11327.54,4,472136.93,60,12.26,608819.78,343965.6,10564.56,2,1,Email,6,0,Full Recovery
BOR_00711,37,Salaried,4442.07,0,348903.76,36,12.77,134897.65,57585.57,11717.37,8,292,Field Visit,2,0,Partial Recovery
BOR_00712,34,Business,6160.72,1,204392.87,36,14.75,69420.9,169274.7,7060.02,1,44,Field Visit,1,0,Partial Recovery
BOR_00713,29,Salaried,6580.74,0,374767.07,24,8.84,270233.69,347764.53,17093.96,1,10,SMS,1,0,Write-off
BOR_00714,38,Salaried,5680.1,0,370208.74,48,10.62,277018.51,193943.44,9499.63,5,173,Field Visit,4,1,Write-off
BOR_00715,34,Salaried,6141.23,0,476234.07,12,10.13,153646.37,317837.91,41896.47,2,13,Email,3,1,Partial Recovery
BOR_00716,46,Salaried,8323.64,1,633041.98,36,9.77,258148.88,221029.43,20356.94,1,27,Phone,3,0,Write-off
BOR_00717,36,Unemployed,834.35,2,47316.6,60,13.03,12044.81,5806.45,1077.36,2,7,Phone,4,1,Write-off
BOR_00718,36,Salaried,3775.53,0,291285.78,60,9.27,313915.85,101053.6,6084.68,2,36,Field Visit,5,0,Partial Recovery
BOR_00719,31,Self-employed,1287.12,1,84435.83,36,13.22,97534.66,5919.34,2853.87,3,86,SMS,1,0,Write-off
BOR_00720,34,Salaried,3349.18,3,231644.3,84,8.89,160643.64,93122.26,3713.62,3,83,SMS,7,1,Partial Recovery
BOR_00721,38,Salaried,10898.19,1,556151.05,36,10.63,595710.37,166543.6,18111.48,1,50,Email,6,0,Partial Recovery
BOR_00722,18,Business,8587.23,3,413556.37,12,12.8,456526.16,332854.29,36898.7,1,1,Email,2,0,Write-off
BOR_00723,21,Salaried,1838.28,3,95242.66,24,16.53,19754.59,14488.01,4687.45,4,150,Legal Notice,3,1,Write-off
BOR_00724,42,Self-employed,693.86,2,48658.7,36,14.98,70519.45,31588.47,1686.4,3,116,Phone,4,0,Write-off
BOR_00725,36,Retired,2385.49,1,147673.07,24,9.65,181866.46,97876.72,6790.67,2,59,Field Visit,1,0,Write-off
BOR_00726,33,Self-employed,5368.16,1,357120.91,12,8.66,109537.98,82884.72,31175.03,3,118,Email,4,0,Write-off
BOR_00727,35,Unemployed,1274.44,1,38665.81,24,12.69,10797.33,28001.87,1832.62,3,38,Phone,7,1,Write-off
BOR_00728,38,Salaried,4490.09,1,358264.69,24,9.04,67529.93,281028.35,16374.61,1,3,SMS,1,1,Partial Recovery
BOR_00729,29,Salaried,4749.09,0,199698.41,84,11.64,41450.97,92500.41,3487.01,3,162,Email,3,0,Partial Recovery
BOR_00730,27,Salaried,5655.76,2,272838.93,60,10.76,306191.5,61117.31,5900.24,0,0,SMS,1,1,Full Recovery
BOR_00731,36,Self-employed,4214.73,1,197040.55,24,10.64,138811.4,72897.82,9151.15,1,50,SMS,4,0,Write-off
BOR_00732,25,Retired,500.0,3,22917.11,48,14.9,26913.88,7292.3,636.59,3,82,Email,4,1,Partial Recovery
BOR_00733,39,Salaried,4540.4,2,267247.93,12,9.34,299152.61,127643.23,23413.26,0,0,Field Visit,2,0,Write-off
BOR_00734,18,Self-employed,1497.19,2,75413.71,84,13.02,68394.13,39391.76,1372.66,2,37,SMS,6,0,Full Recovery
BOR_00735,45,Salaried,5350.42,0,338166.55,24,8.89,348159.34,123347.14,15431.87,3,103,Phone,3,0,Partial Recovery
BOR_00736,39,Self-employed,11463.15,2,377445.11,36,9.1,10392.42,145462.25,12020.87,4,175,SMS,4,0,Write-off
BOR_00737,37,Salaried,5734.96,1,221946.08,60,8.11,103796.74,116723.98,4512.05,1,57,SMS,2,0,Full Recovery
BOR_00738,44,Retired,1749.18,3,101260.7,36,11.55,96879.48,81010.27,3341.38,3,178,Phone,5,0,Write-off
BOR_00739,51,Self-employed,7565.4,2,439864.06,36,10.07,6165.76,156798.39,14206.76,0,0,Legal Notice,3,0,Write-off
BOR_00740,45,Salaried,5965.38,0,397712.15,60,9.35,19673.0,206354.97,8323.2,1,52,Email,4,1,Write-off
BOR_00741,18,Salaried,4672.15,4,162969.02,60,10.45,208247.02,85412.67,3498.75,1,55,Field Visit,3,0,Partial Recovery
BOR_00742,22,Salaried,4970.96,2,286157.69,36,8.88,293608.46,87292.58,9083.85,3,63,Field Visit,3,0,Write-off
BOR_00743,28,Salaried,9113.09,3,541924.15,36,9.42,215715.4,386931.04,17339.41,2,50,Email,6,0,Write-off
BOR_00744,35,Salaried,2738.22,0,144012.61,60,12.13,148612.98,102274.62,3213.17,0,0,Email,1,1,Partial Recovery
BOR_00745,40,Business,8420.9,1,293433.42,36,12.92,348799.91,190181.79,9875.51,2,43,Email,4,0,Partial Recovery
BOR_00746,27,Self-employed,1684.05,2,117268.91,48,9.07,53966.15,35102.06,2922.06,2,58,Email,1,1,Write-off
BOR_00747,36,Self-employed,5388.78,2,353011.88,48,8.17,19082.43,99531.06,8646.41,4,116,Field Visit,1,1,Write-off
BOR_00748,27,Salaried,3162.63,1,159989.02,36,12.69,223851.63,140568.62,5366.49,3,43,Field Visit,4,0,Partial Recovery
BOR_00749,28,Business,5747.9,1,234553.33,48,14.39,121444.62,35460.44,6455.79,5,120,Phone,3,0,Partial Recovery
BOR_00750,20,Self-employed,2609.82,1,182400.64,84,14.85,29133.51,102080.54,3504.36,2,41,SMS,1,1,Write-off
BOR_00751,25,Salaried,6951.63,2,212257.74,48,10.89,156600.64,37526.72,5474.57,4,63,Legal Notice,2,1,Full Recovery
BOR_00752,21,Self-employed,5036.91,3,367657.7,24,14.87,423799.66,202396.5,17803.3,3,89,SMS,2,0,Partial Recovery
BOR_00753,25,Self-employed,885.71,3,53749.46,60,10.68,17870.13,34926.84,1160.21,5,120,Field Visit,2,0,Write-off
BOR_00754,45,Salaried,5109.87,1,200168.33,60,8.15,80915.06,39925.81,4073.45,0,0,Field Visit,3,0,Partial Recovery
BOR_00755,25,Salaried,3580.84,1,253680.69,12,12.6,92358.16,97966.35,22610.47,1,22,Email,4,0,Write-off
BOR_00756,61,Salaried,2979.59,1,143779.12,48,12.87,213872.82,23195.34,3848.12,2,22,Email,7,0,Partial Recovery
BOR_00757,39,Salaried,4565.97,3,215165.49,24,8.49,63711.71,9471.96,9779.26,2,8,SMS,2,0,Write-off
BOR_00758,36,Unemployed,845.76,3,50277.64,36,15.94,43403.7,37235.71,1766.06,1,56,Email,7,0,Write-off
BOR_00759,26,Business,14280.15,2,792359.45,36,10.79,1099713.27,276368.9,25860.83,3,143,SMS,1,0,Partial Recovery
BOR_00760,42,Self-employed,5082.4,1,159192.67,36,14.83,35077.29,141739.19,5505.39,6,90,SMS,3,1,Write-off
BOR_00761,29,Salaried,2244.76,0,165389.3,36,12.11,240853.34,73771.72,5502.35,5,145,Field Visit,6,1,Write-off
BOR_00762,36,Salaried,3870.45,1,280084.63,36,8.13,398060.71,188331.94,8793.09,0,0,Phone,2,1,Partial Recovery
BOR_00763,60,Self-employed,7864.15,1,265222.57,36,14.79,351912.68,226981.62,9166.27,2,44,Phone,1,1,Partial Recovery
BOR_00764,34,Self-employed,9221.11,1,596241.17,12,9.33,191891.15,234441.74,52232.22,0,0,Phone,2,0,Write-off
BOR_00765,46,Salaried,2193.64,2,150409.47,60,12.32,143051.83,98349.4,3370.44,3,31,Email,6,1,Write-off
BOR_00766,27,Self-employed,500.0,3,31110.58,12,20.29,35507.66,21291.89,2886.16,1,22,Email,3,1,Write-off
BOR_00767,34,Business,12612.9,3,875508.51,24,12.96,1294913.76,265578.55,41607.13,4,121,SMS,2,1,Partial Recovery
BOR_00768,52,Salaried,6935.07,1,282553.85,12,9.41,76469.17,96725.81,24763.24,2,27,Phone,6,0,Write-off
BOR_00769,28,Salaried,3263.41,2,127049.44,36,10.93,145984.74,4930.46,4155.17,3,147,Email,3,0,Full Recovery
BOR_00770,53,Business,10324.66,1,572264.62,36,9.89,290825.88,354056.09,18437.1,0,0,Email,1,0,Partial Recovery
BOR_00771,42,Salaried,500.0,2,15729.27,48,15.96,4143.71,9296.06,445.43,2,26,Email,3,0,Full Recovery
BOR_00772,29,Salaried,5006.75,0,224971.39,60,13.23,142196.63,133777.58,5144.99,2,9,Email,4,1,Partial Recovery
BOR_00773,41,Salaried,5655.64,1,412230.03,36,8.92,490864.5,212551.55,13092.79,1,59,Phone,5,0,Write-off
BOR_00774,44,Salaried,6848.54,0,443861.24,24,11.09,309493.21,221278.09,20705.68,4,66,Legal Notice,5,1,Write-off
BOR_00775,41,Business,3958.31,1,131614.03,60,8.88,106118.38,40759.09,2724.53,1,43,Phone,1,0,Full Recovery
BOR_00776,19,Self-employed,3371.37,1,253375.22,60,11.25,378223.1,197247.67,5540.9,1,9,SMS,2,0,Full Recovery
BOR_00777,27,Salaried,3149.15,1,211680.91,48,13.62,126725.73,138323.15,5744.39,1,20,Legal Notice,7,0,Write-off
BOR_00778,32,Business,7766.15,0,400657.72,60,11.24,369847.6,386119.86,8758.74,3,96,Email,3,0,Partial Recovery
BOR_00779,34,Business,4313.96,2,332383.32,36,11.24,182101.62,242453.88,10919.36,2,12,Field Visit,3,0,Write-off
BOR_00780,41,Business,5775.7,1,399987.8,60,11.88,235664.2,179019.93,8873.56,0,0,Phone,2,0,Partial Recovery
BOR_00781,36,Salaried,3008.37,3,117295.99,36,14.78,122393.8,85022.4,4053.28,6,214,Email,2,0,Write-off
BOR_00782,21,Salaried,5041.82,0,341075.51,60,8.23,479835.41,98392.93,6953.35,2,9,Email,2,0,Partial Recovery
BOR_00783,38,Retired,2686.76,1,143454.15,48,13.81,116705.47,54514.52,3906.45,1,34,Phone,4,0,Partial Recovery
BOR_00784,41,Business,6296.14,4,204395.84,60,11.84,235586.62,20429.28,4530.04,1,40,Email,6,1,Full Recovery
BOR_00785,40,Salaried,5076.48,1,202377.26,36,9.97,27080.07,44120.75,6527.63,4,39,Email,10,0,Write-off
BOR_00786,45,Salaried,2102.82,0,118899.49,12,9.11,37659.87,86549.85,10403.99,4,161,SMS,3,0,Write-off
BOR_00787,43,Salaried,4400.65,1,310838.15,24,9.63,234122.5,178107.2,14291.12,2,11,Legal Notice,3,0,Write-off
BOR_00788,39,Unemployed,974.9,1,51346.43,36,16.11,1541.3,15647.12,1807.95,5,64,Phone,2,0,Write-off
BOR_00789,34,Self-employed,10551.98,2,552571.68,60,12.33,209580.75,475811.22,12383.56,1,40,Email,2,0,Full Recovery
BOR_00790,18,Salaried,2220.85,2,79184.48,24,13.5,61455.23,24015.63,3783.06,0,0,Email,6,0,Partial Recovery
BOR_00791,39,Salaried,7928.35,3,395184.62,48,12.07,8868.65,173107.04,10419.37,4,100,Email,1,1,Partial Recovery
BOR_00792,37,Self-employed,6492.15,3,320755.26,24,9.59,127281.92,189686.81,14740.29,7,227,Field Visit,4,0,Write-off
BOR_00793,37,Business,7841.91,2,460908.61,36,11.6,355381.85,115333.0,15221.84,3,49,Email,6,0,Write-off
BOR_00794,22,Salaried,6813.79,1,262561.82,48,13.97,225730.66,136844.31,7170.65,2,48,Phone,2,0,Full Recovery
BOR_00795,24,Business,6493.05,3,278532.34,36,14.83,386777.68,182459.8,9632.07,1,37,SMS,3,0,Partial Recovery
BOR_00796,45,Retired,2311.33,1,107851.36,48,8.63,104402.1,50881.73,2665.05,2,8,Field Visit,1,0,Partial Recovery
BOR_00797,34,Salaried,4893.76,1,295097.32,12,14.71,183581.14,61899.89,26595.27,1,22,Email,5,0,Write-off
BOR_00798,41,Self-employed,7058.92,1,464358.02,60,12.93,648024.04,289024.74,10548.64,1,49,SMS,1,0,Partial Recovery
BOR_00799,35,Salaried,7192.94,1,427882.39,36,14.01,503756.41,157746.72,14625.8,3,115,Phone,3,0,Write-off
BOR_00800,35,Business,5122.97,1,398780.98,36,14.52,119639.63,294247.29,13730.47,3,46,Phone,3,0,Write-off
BOR_00801,44,Self-employed,701.88,0,41528.0,36,16.54,8150.43,24739.26,1471.2,6,193,Phone,4,1,Partial Recovery
BOR_00802,29,Self-employed,3492.55,3,141323.83,12,9.69,143262.44,113665.91,12404.28,3,66,Email,2,0,Write-off
BOR_00803,35,Business,4599.88,3,255229.91,36,11.14,214348.4,183671.03,8372.76,1,31,Legal Notice,2,0,Partial Recovery
BOR_00804,30,Salaried,4872.95,3,385121.05,36,11.17,456179.9,210619.41,12638.53,4,157,Email,4,1,Write-off
BOR_00805,30,Unemployed,1618.72,2,59367.78,12,16.2,65791.82,32856.03,5392.2,3,95,Phone,1,0,Write-off
BOR_00806,31,Self-employed,2856.75,1,167217.22,60,9.05,156819.2,87085.92,3475.14,2,26,Phone,3,0,Partial Recovery
BOR_00807,37,Salaried,4914.35,1,287939.03,24,9.6,426026.88,60982.71,13233.36,7,339,Email,3,1,Write-off
BOR_00808,30,Self-employed,4145.06,1,126740.5,24,10.16,101441.15,102945.98,5858.08,1,35,SMS,7,0,Partial Recovery
BOR_00809,47,Business,11454.35,2,410569.05,120,10.16,69656.59,313176.27,5462.24,0,0,Email,3,0,Full Recovery
BOR_00810,26,Salaried,506.22,0,18485.28,24,17.88,22966.3,12801.91,921.76,1,34,Email,2,1,Write-off
BOR_00811,33,Business,5179.9,0,171983.92,60,14.73,64972.09,116682.55,4067.2,2,16,SMS,2,1,Partial Recovery
BOR_00812,30,Unemployed,1105.64,2,46809.97,36,12.22,54578.23,20684.06,1559.71,5,121,Phone,1,0,Partial Recovery
BOR_00813,49,Salaried,8880.19,0,550887.1,36,9.89,790886.92,104593.13,17747.25,1,35,Phone,1,0,Write-off
BOR_00814,36,Retired,1606.48,4,64808.31,48,13.33,67737.2,20616.34,1749.27,2,24,Phone,3,0,Partial Recovery
BOR_00815,45,Salaried,1246.89,0,48607.65,48,17.65,43457.44,36580.23,1418.99,1,59,Phone,2,0,Full Recovery
BOR_00816,20,Salaried,4991.54,0,364050.87,24,13.5,251405.98,102233.79,17393.21,2,53,Phone,3,0,Write-off
BOR_00817,37,Salaried,3729.28,1,237464.73,24,12.86,129801.74,74475.29,11274.31,1,45,Email,6,0,Write-off
BOR_00818,43,Business,3431.0,1,178677.44,84,8.99,94610.98,23660.18,2873.96,0,0,Field Visit,2,1,Full Recovery
BOR_00819,35,Self-employed,2439.14,4,151572.02,36,14.7,144684.44,46523.7,5231.88,1,32,SMS,3,0,Write-off
BOR_00820,45,Salaried,4630.95,1,215333.33,84,14.31,242661.21,145217.01,4072.36,4,99,SMS,2,1,Full Recovery
BOR_00821,29,Salaried,3790.51,1,164959.85,60,14.97,167892.11,39146.07,3921.72,0,0,Field Visit,3,0,Partial Recovery
BOR_00822,49,Self-employed,500.0,2,21316.58,36,17.2,6344.14,1682.25,762.14,2,11,Phone,1,0,Partial Recovery
BOR_00823,57,Salaried,8152.96,1,364816.84,12,9.54,270322.26,88229.19,31995.35,3,76,Field Visit,1,0,Write-off
BOR_00824,31,Business,10824.63,5,477331.81,36,9.2,566812.48,370443.75,15222.99,1,46,Email,1,0,Partial Recovery
BOR_00825,30,Business,8954.57,3,659617.67,48,8.6,470674.22,187628.18,16288.49,2,27,Email,1,0,Write-off
BOR_00826,49,Self-employed,1386.94,4,86690.35,48,17.65,69780.09,55628.23,2530.69,3,162,Email,3,1,Write-off
BOR_00827,50,Retired,2206.57,2,66530.33,24,17.42,76955.91,41215.31,3302.93,4,52,Phone,6,0,Partial Recovery
BOR_00828,29,Salaried,4986.96,1,382034.33,48,13.36,378939.07,38052.51,10317.48,3,106,Legal Notice,5,0,Partial Recovery
BOR_00829,30,Retired,2479.04,1,85710.54,36,11.85,52627.76,3500.84,2840.79,5,127,Phone,3,0,Full Recovery
BOR_00830,32,Self-employed,5670.85,2,221508.56,60,8.95,297512.38,109657.77,4592.27,1,31,Email,3,0,Full Recovery
BOR_00831,21,Self-employed,1731.65,1,92526.66,84,11.49,22562.68,77943.52,1608.06,2,53,Email,4,0,Full Recovery
BOR_00832,25,Salaried,5163.99,2,407437.2,120,11.89,608415.65,61447.06,5819.5,2,59,Phone,2,1,Partial Recovery
BOR_00833,24,Business,6697.47,2,257900.51,36,10.97,45978.21,95113.34,8439.85,2,7,Phone,3,0,Partial Recovery
BOR_00834,27,Salaried,7911.64,1,359712.51,24,14.81,8066.54,182198.08,17408.05,3,49,Phone,5,0,Partial Recovery
BOR_00835,34,Salaried,6409.01,1,241416.25,48,8.0,322297.54,107471.38,5894.0,2,8,Phone,6,1,Full Recovery
BOR_00836,37,Salaried,6578.11,1,393431.26,84,10.02,144558.55,33386.52,6534.58,2,41,Field Visit,1,0,Partial Recovery
BOR_00837,50,Self-employed,5051.48,3,198403.43,48,12.99,217162.37,72261.13,5321.51,5,86,Email,4,0,Partial Recovery
BOR_00838,25,Self-employed,7526.15,1,484695.41,36,9.77,589643.14,203667.66,15586.43,2,44,Phone,3,0,Write-off
